epochs,best_val_acc,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,top5_accuracy
50,0.5326923076923077,0.5326923076923077,0.5717081933420373,0.5305408121290474,0.5170496440233338,0.5711151212170061,0.5326923076923077,0.5189560571508472,0.8711538461538462
